year,zipcode,total_crimes,borough,offense_group,population,crimes_per_100k_borough_residents
2022,11216,335,Brooklyn,Violent Crimes,62210,538.498633660183
2022,11216,58,Brooklyn,Weapons Offenses,62210,93.232599260569
2022,11216,54,Brooklyn,White-Collar Crimes,62210,86.8027648288057
2022,11217,43,Brooklyn,Drug & Alcohol Crimes,42107,102.120787517515
2022,11217,125,Brooklyn,Other Offenses,42107,296.862754411381
2022,11217,931,Brooklyn,Personal Crimes,42107,2211.03379485596
2022,11217,2018,Brooklyn,Property Crimes,42107,4792.55230721733
2022,11217,156,Brooklyn,Public Order Crimes,42107,370.484717505403
2022,11217,62,Brooklyn,Sex Crimes,42107,147.243926188045
2022,11217,117,Brooklyn,Vehicle & Traffic Offenses,42107,277.863538129052
2022,11217,241,Brooklyn,Violent Crimes,42107,572.351390505142
2022,11217,26,Brooklyn,Weapons Offenses,42107,61.7474529175672
2022,11217,35,Brooklyn,White-Collar Crimes,42107,83.1215712351866
2022,11218,26,Brooklyn,Drug & Alcohol Crimes,76370,34.0447819824538
2022,11218,69,Brooklyn,Other Offenses,76370,90.349613722666
2022,11218,454,Brooklyn,Personal Crimes,76370,594.474270001309
2022,11218,872,Brooklyn,Property Crimes,76370,1141.80961110384
2022,11218,73,Brooklyn,Public Order Crimes,76370,95.5872724891973
2022,11218,39,Brooklyn,Vehicle & Traffic Offenses,76370,51.0671729736808
2022,11218,116,Brooklyn,Violent Crimes,76370,151.892104229409
2022,11218,9,Brooklyn,Weapons Offenses,76370,11.7847322246956
2022,11218,68,Brooklyn,White-Collar Crimes,76370,89.0401990310331
2022,11219,40,Brooklyn,Drug & Alcohol Crimes,93119,42.9557877554527
2022,11219,61,Brooklyn,Other Offenses,93119,65.5075763270654
2022,11219,570,Brooklyn,Personal Crimes,93119,612.119975515201
2022,11219,1390,Brooklyn,Property Crimes,93119,1492.71362450198
2022,11219,66,Brooklyn,Public Order Crimes,93119,70.877049796497
2022,11219,84,Brooklyn,Sex Crimes,93119,90.2071542864507
2022,11219,72,Brooklyn,Vehicle & Traffic Offenses,93119,77.3204179598149
2022,11219,164,Brooklyn,Violent Crimes,93119,176.118729797356
2022,11219,19,Brooklyn,Weapons Offenses,93119,20.40399918384
2022,11219,77,Brooklyn,White-Collar Crimes,93119,82.6898914292464
2022,11220,182,Brooklyn,Drug & Alcohol Crimes,93584,194.47768849376
2022,11220,1,Brooklyn,Family & Children Offenses,93584,1.06855872798769
2022,11220,161,Brooklyn,Other Offenses,93584,172.037955206018
2022,11220,956,Brooklyn,Personal Crimes,93584,1021.54214395623
2022,11220,2341,Brooklyn,Property Crimes,93584,2501.49598221918
2022,11220,183,Brooklyn,Public Order Crimes,93584,195.546247221747
2022,11220,46,Brooklyn,Sex Crimes,93584,49.1537014874337
2022,11220,115,Brooklyn,Vehicle & Traffic Offenses,93584,122.884253718584
2022,11220,363,Brooklyn,Violent Crimes,93584,387.886818259532
2022,11220,49,Brooklyn,Weapons Offenses,93584,52.3593776713968
2022,11220,143,Brooklyn,White-Collar Crimes,93584,152.80389810224
2022,11221,147,Brooklyn,Drug & Alcohol Crimes,89728,163.828459343795
2022,11221,213,Brooklyn,Other Offenses,89728,237.384094151213
2022,11221,1685,Brooklyn,Personal Crimes,89728,1877.89764621969
2022,11221,2285,Brooklyn,Property Crimes,89728,2546.58523537803
2022,11221,280,Brooklyn,Public Order Crimes,89728,312.054208273894
2022,11221,129,Brooklyn,Sex Crimes,89728,143.767831669044
2022,11221,170,Brooklyn,Vehicle & Traffic Offenses,89728,189.461483594864
2022,11221,614,Brooklyn,Violent Crimes,89728,684.29029957204
2022,11221,114,Brooklyn,Weapons Offenses,89728,127.050641940086
2022,11221,125,Brooklyn,White-Collar Crimes,89728,139.309914407989
2022,11222,3,Brooklyn,,39669,7.56258035241624
2022,11222,55,Brooklyn,Drug & Alcohol Crimes,39669,138.647306460964
2022,11222,108,Brooklyn,Other Offenses,39669,272.252892686985
2022,11222,611,Brooklyn,Personal Crimes,39669,1540.24553177544
2022,11222,1159,Brooklyn,Property Crimes,39669,2921.67687615014
2022,11222,93,Brooklyn,Public Order Crimes,39669,234.439990924904
2022,11222,38,Brooklyn,Sex Crimes,39669,95.7926844639391
2022,11222,66,Brooklyn,Vehicle & Traffic Offenses,39669,166.376767753157
2022,11222,172,Brooklyn,Violent Crimes,39669,433.587940205198
2022,11222,24,Brooklyn,Weapons Offenses,39669,60.50064281933
2022,11222,77,Brooklyn,White-Collar Crimes,39669,194.10622904535
2022,11223,50,Brooklyn,Drug & Alcohol Crimes,83565,59.8336624184766
2022,11223,128,Brooklyn,Other Offenses,83565,153.1741757913
2022,11223,729,Brooklyn,Personal Crimes,83565,872.374798061389
2022,11223,1648,Brooklyn,Property Crimes,83565,1972.11751331299
2022,11223,113,Brooklyn,Public Order Crimes,83565,135.224077065757
2022,11223,63,Brooklyn,Sex Crimes,83565,75.3904146472806
2022,11223,64,Brooklyn,Vehicle & Traffic Offenses,83565,76.5870878956501
2022,11223,213,Brooklyn,Violent Crimes,83565,254.89140190271
2022,11223,17,Brooklyn,Weapons Offenses,83565,20.3434452222821
2022,11223,56,Brooklyn,White-Collar Crimes,83565,67.0137019086938
2022,11224,92,Brooklyn,Drug & Alcohol Crimes,48110,191.228434836832
2022,11224,232,Brooklyn,Other Offenses,48110,482.228226979838
2022,11224,1136,Brooklyn,Personal Crimes,48110,2361.2554562461
2022,11224,1605,Brooklyn,Property Crimes,48110,3336.10475992517
2022,11224,227,Brooklyn,Public Order Crimes,48110,471.835377260445
2022,11224,62,Brooklyn,Sex Crimes,48110,128.871336520474
2022,11224,65,Brooklyn,Vehicle & Traffic Offenses,48110,135.10704635211
2022,11224,359,Brooklyn,Violent Crimes,48110,746.206609852422
2022,11224,83,Brooklyn,Weapons Offenses,48110,172.521305341925
2022,11224,121,Brooklyn,White-Collar Crimes,48110,251.506963209312
2022,11225,3,Brooklyn,,59465,5.0449844446313
2022,11225,45,Brooklyn,Drug & Alcohol Crimes,59465,75.6747666694694
2022,11225,175,Brooklyn,Other Offenses,59465,294.290759270159
2022,11225,1170,Brooklyn,Personal Crimes,59465,1967.54393340621
2022,11225,1251,Brooklyn,Property Crimes,59465,2103.75851341125
2022,11225,176,Brooklyn,Public Order Crimes,59465,295.972420751703
2022,11225,72,Brooklyn,Sex Crimes,59465,121.079626671151
2022,11225,141,Brooklyn,Vehicle & Traffic Offenses,59465,237.114268897671
2022,11225,259,Brooklyn,Violent Crimes,59465,435.550323719835
2022,11225,62,Brooklyn,Weapons Offenses,59465,104.263011855713
2022,11225,171,Brooklyn,White-Collar Crimes,59465,287.564113343984
2022,11226,134,Brooklyn,Drug & Alcohol Crimes,99776,134.300833867864
2022,11226,305,Brooklyn,Other Offenses,99776,305.68473380372
2022,11226,1851,Brooklyn,Personal Crimes,99776,1855.15554842848
2022,11226,2252,Brooklyn,Property Crimes,99776,2257.05580500321
2022,11226,325,Brooklyn,Public Order Crimes,99776,325.729634381013
2022,11226,122,Brooklyn,Sex Crimes,99776,122.273893521488
2022,11226,217,Brooklyn,Vehicle & Traffic Offenses,99776,217.487171263631
2022,11226,594,Brooklyn,Violent Crimes,99776,595.333547145606
2022,11226,145,Brooklyn,Weapons Offenses,99776,145.325529185375
2022,11226,157,Brooklyn,White-Collar Crimes,99776,157.352469531751
2022,11228,18,Brooklyn,Drug & Alcohol Crimes,45267,39.764066538538
2022,11228,32,Brooklyn,Other Offenses,45267,70.6916738462898
2022,11228,272,Brooklyn,Personal Crimes,45267,600.879227693463
2022,11228,688,Brooklyn,Property Crimes,45267,1519.87098769523
2022,11228,41,Brooklyn,Public Order Crimes,45267,90.5737071155588
2022,11228,29,Brooklyn,Vehicle & Traffic Offenses,45267,64.0643294232001
2022,11228,55,Brooklyn,Violent Crimes,45267,121.501314423311
2022,11228,10,Brooklyn,Weapons Offenses,45267,22.0911480769656
2022,11228,41,Brooklyn,White-Collar Crimes,45267,90.5737071155588
2022,11229,34,Brooklyn,Drug & Alcohol Crimes,85538,39.7484159087189
2022,11229,106,Brooklyn,Other Offenses,85538,123.921531950712
2022,11229,657,Brooklyn,Personal Crimes,85538,768.079683883186
2022,11229,1561,Brooklyn,Property Crimes,85538,1824.91991863265
2022,11229,131,Brooklyn,Public Order Crimes,85538,153.148308354182
2022,11229,1,Brooklyn,Sex Crimes,85538,1.16907105613879
2022,11229,54,Brooklyn,Vehicle & Traffic Offenses,85538,63.1298370314948
2022,11229,216,Brooklyn,Violent Crimes,85538,252.519348125979
2022,11229,16,Brooklyn,Weapons Offenses,85538,18.7051368982207
2022,11229,54,Brooklyn,White-Collar Crimes,85538,63.1298370314948
2022,11230,48,Brooklyn,Drug & Alcohol Crimes,91789,52.2938478466919
2022,11230,107,Brooklyn,Other Offenses,91789,116.571702491584
2022,11230,607,Brooklyn,Personal Crimes,91789,661.299284227958
2022,11230,1065,Brooklyn,Property Crimes,91789,1160.26974909848
2022,11230,123,Brooklyn,Public Order Crimes,91789,134.002985107148
2022,11230,89,Brooklyn,Sex Crimes,91789,96.9615095490745
2022,11230,79,Brooklyn,Vehicle & Traffic Offenses,91789,86.066957914347
2022,11230,188,Brooklyn,Violent Crimes,91789,204.817570732876
2022,11230,26,Brooklyn,Weapons Offenses,91789,28.3258342502914
2022,11230,97,Brooklyn,White-Collar Crimes,91789,105.677150856857
2022,11231,108,Brooklyn,Drug & Alcohol Crimes,40311,267.916945746818
2022,11231,61,Brooklyn,Other Offenses,40311,151.32346009774
2022,11231,423,Brooklyn,Personal Crimes,40311,1049.34137084171
2022,11231,865,Brooklyn,Property Crimes,40311,2145.81627843517
2022,11231,98,Brooklyn,Public Order Crimes,40311,243.109821140632
2022,11231,18,Brooklyn,Sex Crimes,40311,44.6528242911364
2022,11231,51,Brooklyn,Vehicle & Traffic Offenses,40311,126.516335491553
2022,11231,142,Brooklyn,Violent Crimes,40311,352.261169407854
2022,11231,26,Brooklyn,Weapons Offenses,40311,64.4985239760859
2022,11231,43,Brooklyn,White-Collar Crimes,40311,106.670635806604
2022,11232,63,Brooklyn,Drug & Alcohol Crimes,28501,221.044875618399
2022,11232,39,Brooklyn,Other Offenses,28501,136.837303954247
2022,11232,456,Brooklyn,Personal Crimes,28501,1599.94386161889
2022,11232,764,Brooklyn,Property Crimes,28501,2680.60769797551
2022,11232,71,Brooklyn,Public Order Crimes,28501,249.114066173117
2022,11232,69,Brooklyn,Sex Crimes,28501,242.096768534437
2022,11232,81,Brooklyn,Vehicle & Traffic Offenses,28501,284.200554366513
2022,11232,179,Brooklyn,Violent Crimes,28501,628.048138661801
2022,11232,28,Brooklyn,Weapons Offenses,28501,98.2421669415108
2022,11232,68,Brooklyn,White-Collar Crimes,28501,238.588119715098
2022,11233,125,Brooklyn,Drug & Alcohol Crimes,85633,145.971763222122
2022,11233,1,Brooklyn,Family & Children Offenses,85633,1.16777410577698
2022,11233,372,Brooklyn,Other Offenses,85633,434.411967349036
2022,11233,2231,Brooklyn,Personal Crimes,85633,2605.30402998844
2022,11233,2336,Brooklyn,Property Crimes,85633,2727.92031109502
2022,11233,355,Brooklyn,Public Order Crimes,85633,414.559807550827
2022,11233,121,Brooklyn,Sex Crimes,85633,141.300666799014
2022,11233,182,Brooklyn,Vehicle & Traffic Offenses,85633,212.53488725141
2022,11233,701,Brooklyn,Violent Crimes,85633,818.609648149662
2022,11233,241,Brooklyn,Weapons Offenses,85633,281.433559492252
2022,11233,106,Brooklyn,White-Collar Crimes,85633,123.78405521236
2022,11234,51,Brooklyn,Drug & Alcohol Crimes,94254,54.1091094277166
2022,11234,169,Brooklyn,Other Offenses,94254,179.302735162433
2022,11234,976,Brooklyn,Personal Crimes,94254,1035.4998196363
2022,11234,2070,Brooklyn,Property Crimes,94254,2196.19326500732
2022,11234,184,Brooklyn,Public Order Crimes,94254,195.217179111762
2022,11234,167,Brooklyn,Vehicle & Traffic Offenses,94254,177.180809302523
2022,11234,232,Brooklyn,Violent Crimes,94254,246.143399749613
2022,11234,33,Brooklyn,Weapons Offenses,94254,35.0117766885225
2022,11234,96,Brooklyn,White-Collar Crimes,94254,101.852441275702
2022,11235,58,Brooklyn,Drug & Alcohol Crimes,84859,68.3486725038004
2022,11235,115,Brooklyn,Other Offenses,84859,135.518919619604
2022,11235,761,Brooklyn,Personal Crimes,84859,896.781720265381
2022,11235,1624,Brooklyn,Property Crimes,84859,1913.76283010641
2022,11235,150,Brooklyn,Public Order Crimes,84859,176.763808199484
2022,11235,66,Brooklyn,Vehicle & Traffic Offenses,84859,77.7760756077729
2022,11235,264,Brooklyn,Violent Crimes,84859,311.104302431092
2022,11235,17,Brooklyn,Weapons Offenses,84859,20.0332315959415
2022,11235,114,Brooklyn,White-Collar Crimes,84859,134.340494231608
2022,11236,63,Brooklyn,Drug & Alcohol Crimes,102238,61.62092372699
2022,11236,1,Brooklyn,Family & Children Offenses,102238,0.978109900428412
2022,11236,289,Brooklyn,Other Offenses,102238,282.673761223811
2022,11236,1578,Brooklyn,Personal Crimes,102238,1543.45742287603
2022,11236,1622,Brooklyn,Property Crimes,102238,1586.49425849488
2022,11236,274,Brooklyn,Public Order Crimes,102238,268.002112717385
2022,11236,50,Brooklyn,Sex Crimes,102238,48.9054950214206
2022,11236,222,Brooklyn,Vehicle & Traffic Offenses,102238,217.140397895107
2022,11236,385,Brooklyn,Violent Crimes,102238,376.572311664939
2022,11236,107,Brooklyn,Weapons Offenses,102238,104.65775934584
2022,11236,142,Brooklyn,White-Collar Crimes,102238,138.891605860835
2022,11237,104,Brooklyn,Drug & Alcohol Crimes,50590,205.574224154971
2022,11237,1,Brooklyn,Family & Children Offenses,50590,1.97667523225934
2022,11237,96,Brooklyn,Other Offenses,50590,189.760822296897
2022,11237,816,Brooklyn,Personal Crimes,50590,1612.96698952362
2022,11237,1639,Brooklyn,Property Crimes,50590,3239.77070567306
2022,11237,139,Brooklyn,Public Order Crimes,50590,274.757857284048
2022,11237,89,Brooklyn,Sex Crimes,50590,175.924095671081
2022,11237,124,Brooklyn,Vehicle & Traffic Offenses,50590,245.107728800158
2022,11237,349,Brooklyn,Violent Crimes,50590,689.85965605851
2022,11237,51,Brooklyn,Weapons Offenses,50590,100.810436845226
2022,11237,92,Brooklyn,White-Collar Crimes,50590,181.854121367859
2022,11238,36,Brooklyn,Drug & Alcohol Crimes,58597,61.4365923170128
2022,11238,96,Brooklyn,Other Offenses,58597,163.830912845368
2022,11238,693,Brooklyn,Personal Crimes,58597,1182.6544021025
2022,11238,1174,Brooklyn,Property Crimes,58597,2003.51553833814
2022,11238,148,Brooklyn,Public Order Crimes,58597,252.572657303275
2022,11238,67,Brooklyn,Vehicle & Traffic Offenses,58597,114.340324589996
2022,11238,161,Brooklyn,Violent Crimes,58597,274.758093417752
2022,11238,30,Brooklyn,Weapons Offenses,58597,51.1971602641774
2022,11238,30,Brooklyn,White-Collar Crimes,58597,51.1971602641774
2022,11239,3,Brooklyn,Drug & Alcohol Crimes,15917,18.8477728215116
2022,11239,23,Brooklyn,Other Offenses,15917,144.499591631589
2022,11239,203,Brooklyn,Personal Crimes,15917,1275.36596092228
2022,11239,1122,Brooklyn,Property Crimes,15917,7049.06703524534
2022,11239,62,Brooklyn,Public Order Crimes,15917,389.52063831124
2022,11239,1,Brooklyn,Sex Crimes,15917,6.28259094050386
2022,11239,24,Brooklyn,Vehicle & Traffic Offenses,15917,150.782182572093
2022,11239,119,Brooklyn,Violent Crimes,15917,747.62832191996
2022,11239,11,Brooklyn,Weapons Offenses,15917,69.1085003455425
2022,11239,14,Brooklyn,White-Collar Crimes,15917,87.9562731670541
2022,11249,26,Brooklyn,Drug & Alcohol Crimes,42421,61.2903986233234
2022,11249,1,Brooklyn,Family & Children Offenses,42421,2.35732302397398
2022,11249,48,Brooklyn,Other Offenses,42421,113.151505150751
2022,11249,375,Brooklyn,Personal Crimes,42421,883.996133990241
2022,11249,1131,Brooklyn,Property Crimes,42421,2666.13234011457
2022,11249,64,Brooklyn,Public Order Crimes,42421,150.868673534334
2022,11249,38,Brooklyn,Vehicle & Traffic Offenses,42421,89.578274911011
2022,11249,132,Brooklyn,Violent Crimes,42421,311.166639164565
2022,11249,15,Brooklyn,Weapons Offenses,42421,35.3598453596096
2022,11249,31,Brooklyn,White-Collar Crimes,42421,73.0770137431932
2022,11251,1,Brooklyn,Drug & Alcohol Crimes,,
2022,11251,1,Brooklyn,Other Offenses,,
2022,11251,21,Brooklyn,Personal Crimes,,
2022,11251,59,Brooklyn,Property Crimes,,
2022,11251,4,Brooklyn,Public Order Crimes,,
2022,11251,5,Brooklyn,Vehicle & Traffic Offenses,,
2022,11251,3,Brooklyn,Violent Crimes,,
2022,11251,9,Brooklyn,White-Collar Crimes,,
2022,10001,12,Manhattan,,26966,44.500482088556
2022,10001,154,Manhattan,Drug & Alcohol Crimes,26966,571.089520136468
2022,10001,116,Manhattan,Other Offenses,26966,430.171326856041
2022,10001,1243,Manhattan,Personal Crimes,26966,4609.50826967292
2022,10001,4140,Manhattan,Property Crimes,26966,15352.6663205518
2022,10001,229,Manhattan,Public Order Crimes,26966,849.217533189943
2022,10001,63,Manhattan,Vehicle & Traffic Offenses,26966,233.627530964919
2022,10001,496,Manhattan,Violent Crimes,26966,1839.35325966031
2022,10001,58,Manhattan,Weapons Offenses,26966,215.08566342802
2022,10001,123,Manhattan,White-Collar Crimes,26966,456.129941407699
2022,10002,59,Manhattan,,76807,76.815915216061
2022,10002,153,Manhattan,Drug & Alcohol Crimes,76807,199.200593695887
2022,10002,187,Manhattan,Other Offenses,76807,243.467392294973
2022,10002,1724,Manhattan,Personal Crimes,76807,2244.5870819066
2022,10002,4247,Manhattan,Property Crimes,76807,5529.44393089172
2022,10002,331,Manhattan,Public Order Crimes,76807,430.950304008749
2022,10002,52,Manhattan,Sex Crimes,76807,67.702162563308
2022,10002,130,Manhattan,Vehicle & Traffic Offenses,76807,169.25540640827
2022,10002,498,Manhattan,Violent Crimes,76807,648.378403010142
2022,10002,68,Manhattan,Weapons Offenses,76807,88.533597198172
2022,10002,100,Manhattan,White-Collar Crimes,76807,130.1964664679
2022,10003,82,Manhattan,,54447,150.605175675427
2022,10003,38,Manhattan,Drug & Alcohol Crimes,54447,69.7926423861737
2022,10003,50,Manhattan,Other Offenses,54447,91.8324241923338
2022,10003,773,Manhattan,Personal Crimes,54447,1419.72927801348
2022,10003,2783,Manhattan,Property Crimes,54447,5111.3927305453
2022,10003,151,Manhattan,Public Order Crimes,54447,277.333921060848
2022,10003,95,Manhattan,Sex Crimes,54447,174.481605965434
2022,10003,57,Manhattan,Vehicle & Traffic Offenses,54447,104.688963579261
2022,10003,289,Manhattan,Violent Crimes,54447,530.79141183169
2022,10003,32,Manhattan,Weapons Offenses,54447,58.7727514830937
2022,10003,81,Manhattan,White-Collar Crimes,54447,148.768527191581
2022,10004,1,Manhattan,,4795,20.8550573514077
2022,10004,10,Manhattan,Other Offenses,4795,208.550573514077
2022,10004,101,Manhattan,Personal Crimes,4795,2106.36079249218
2022,10004,209,Manhattan,Property Crimes,4795,4358.70698644421
2022,10004,25,Manhattan,Public Order Crimes,4795,521.376433785193
2022,10004,28,Manhattan,Violent Crimes,4795,583.941605839416
2022,10004,5,Manhattan,Weapons Offenses,4795,104.275286757039
2022,10004,9,Manhattan,White-Collar Crimes,4795,187.695516162669
2022,10005,28,Manhattan,,8637,324.18663887924
2022,10005,8,Manhattan,Drug & Alcohol Crimes,8637,92.6247539654973
2022,10005,17,Manhattan,Other Offenses,8637,196.827602176682
2022,10005,115,Manhattan,Personal Crimes,8637,1331.48083825402
2022,10005,962,Manhattan,Property Crimes,8637,11138.1266643511
2022,10005,36,Manhattan,Public Order Crimes,8637,416.811392844738
2022,10005,2,Manhattan,Vehicle & Traffic Offenses,8637,23.1561884913743
2022,10005,25,Manhattan,Violent Crimes,8637,289.452356142179
2022,10005,2,Manhattan,Weapons Offenses,8637,23.1561884913743
2022,10005,13,Manhattan,White-Collar Crimes,8637,150.515225193933
2022,10006,2,Manhattan,,3894,51.3610683102209
2022,10006,2,Manhattan,Drug & Alcohol Crimes,3894,51.3610683102209
2022,10006,1,Manhattan,Family & Children Offenses,3894,25.6805341551104
2022,10006,13,Manhattan,Other Offenses,3894,333.846944016436
2022,10006,55,Manhattan,Personal Crimes,3894,1412.42937853107
2022,10006,298,Manhattan,Property Crimes,3894,7652.79917822291
2022,10006,18,Manhattan,Public Order Crimes,3894,462.249614791988
2022,10006,2,Manhattan,Vehicle & Traffic Offenses,3894,51.3610683102209
2022,10006,15,Manhattan,Violent Crimes,3894,385.208012326656
2022,10006,1,Manhattan,Weapons Offenses,3894,25.6805341551104
2022,10006,6,Manhattan,White-Collar Crimes,3894,154.083204930663
2022,10007,3,Manhattan,,8194,36.6121552355382
2022,10007,7,Manhattan,Drug & Alcohol Crimes,8194,85.4283622162558
2022,10007,15,Manhattan,Other Offenses,8194,183.060776177691
2022,10007,174,Manhattan,Personal Crimes,8194,2123.50500366122
2022,10007,1536,Manhattan,Property Crimes,8194,18745.4234805956
2022,10007,57,Manhattan,Public Order Crimes,8194,695.630949475226
2022,10007,15,Manhattan,Vehicle & Traffic Offenses,8194,183.060776177691
2022,10007,44,Manhattan,Violent Crimes,8194,536.978276787894
2022,10007,8,Manhattan,Weapons Offenses,8194,97.6324139614352
2022,10007,16,Manhattan,White-Collar Crimes,8194,195.26482792287
2022,10009,47,Manhattan,,60000,78.3333333333333
2022,10009,66,Manhattan,Drug & Alcohol Crimes,60000,110.0
2022,10009,1,Manhattan,Family & Children Offenses,60000,1.66666666666667
2022,10009,88,Manhattan,Other Offenses,60000,146.666666666667
2022,10009,973,Manhattan,Personal Crimes,60000,1621.66666666667
2022,10009,2675,Manhattan,Property Crimes,60000,4458.33333333333
2022,10009,193,Manhattan,Public Order Crimes,60000,321.666666666667
2022,10009,41,Manhattan,Vehicle & Traffic Offenses,60000,68.3333333333333
2022,10009,292,Manhattan,Violent Crimes,60000,486.666666666667
2022,10009,29,Manhattan,Weapons Offenses,60000,48.3333333333333
2022,10009,67,Manhattan,White-Collar Crimes,60000,111.666666666667
2022,10010,4,Manhattan,,33193,12.0507335884072
2022,10010,29,Manhattan,Drug & Alcohol Crimes,33193,87.3678185159522
2022,10010,11,Manhattan,Other Offenses,33193,33.1395173681198
2022,10010,433,Manhattan,Personal Crimes,33193,1304.49191094508
2022,10010,1111,Manhattan,Property Crimes,33193,3347.0912541801
2022,10010,56,Manhattan,Public Order Crimes,33193,168.710270237701
2022,10010,114,Manhattan,Sex Crimes,33193,343.445907269605
2022,10010,34,Manhattan,Vehicle & Traffic Offenses,33193,102.431235501461
2022,10010,124,Manhattan,Violent Crimes,33193,373.572741240623
2022,10010,12,Manhattan,Weapons Offenses,33193,36.1522007652216
2022,10010,63,Manhattan,White-Collar Crimes,33193,189.799054017413
2022,10011,37,Manhattan,,51867,71.3363024659225
2022,10011,105,Manhattan,Drug & Alcohol Crimes,51867,202.440858349239
2022,10011,69,Manhattan,Other Offenses,51867,133.032564058072
2022,10011,880,Manhattan,Personal Crimes,51867,1696.6471937841
2022,10011,2722,Manhattan,Property Crimes,51867,5248.03825168219
2022,10011,110,Manhattan,Public Order Crimes,51867,212.080899223013
2022,10011,64,Manhattan,Sex Crimes,51867,123.392523184298
2022,10011,60,Manhattan,Vehicle & Traffic Offenses,51867,115.68049048528
2022,10011,301,Manhattan,Violent Crimes,51867,580.330460601153
2022,10011,47,Manhattan,Weapons Offenses,51867,90.6163842134691
2022,10011,88,Manhattan,White-Collar Crimes,51867,169.66471937841
2022,10012,36,Manhattan,,22269,161.6597063182
2022,10012,81,Manhattan,Drug & Alcohol Crimes,22269,363.73433921595
2022,10012,30,Manhattan,Other Offenses,22269,134.716421931833
2022,10012,500,Manhattan,Personal Crimes,22269,2245.27369886389
2022,10012,2552,Manhattan,Property Crimes,22269,11459.8769590013
2022,10012,74,Manhattan,Public Order Crimes,22269,332.300507431856
2022,10012,42,Manhattan,Vehicle & Traffic Offenses,22269,188.602990704567
2022,10012,203,Manhattan,Violent Crimes,22269,911.58112173874
2022,10012,19,Manhattan,Weapons Offenses,22269,85.3204005568279
2022,10012,36,Manhattan,White-Collar Crimes,22269,161.6597063182
2022,10013,24,Manhattan,,29563,81.1825592801813
2022,10013,98,Manhattan,Drug & Alcohol Crimes,29563,331.495450394074
2022,10013,170,Manhattan,Other Offenses,29563,575.043128234618
2022,10013,620,Manhattan,Personal Crimes,29563,2097.21611473802
2022,10013,1663,Manhattan,Property Crimes,29563,5625.27483678923
2022,10013,121,Manhattan,Public Order Crimes,29563,409.295403037581
2022,10013,187,Manhattan,Sex Crimes,29563,632.547441058079
2022,10013,67,Manhattan,Vehicle & Traffic Offenses,29563,226.634644657173
2022,10013,236,Manhattan,Violent Crimes,29563,798.295166255116
2022,10013,33,Manhattan,Weapons Offenses,29563,111.626019010249
2022,10013,191,Manhattan,White-Collar Crimes,29563,646.077867604776
2022,10014,49,Manhattan,,29815,164.346805299346
2022,10014,86,Manhattan,Drug & Alcohol Crimes,29815,288.445413382526
2022,10014,35,Manhattan,Other Offenses,29815,117.390575213819
2022,10014,593,Manhattan,Personal Crimes,29815,1988.93174576555
2022,10014,2173,Manhattan,Property Crimes,29815,7288.27771256079
2022,10014,96,Manhattan,Public Order Crimes,29815,321.985577729331
2022,10014,55,Manhattan,Sex Crimes,29815,184.470903907429
2022,10014,37,Manhattan,Vehicle & Traffic Offenses,29815,124.09860808318
2022,10014,189,Manhattan,Violent Crimes,29815,633.90910615462
2022,10014,15,Manhattan,Weapons Offenses,29815,50.310246520208
2022,10014,48,Manhattan,White-Collar Crimes,29815,160.992788864665
2022,10016,1,Manhattan,,56758,1.76186616864583
2022,10016,45,Manhattan,Drug & Alcohol Crimes,56758,79.2839775890623
2022,10016,1,Manhattan,Family & Children Offenses,56758,1.76186616864583
2022,10016,48,Manhattan,Other Offenses,56758,84.5695760949998
2022,10016,665,Manhattan,Personal Crimes,56758,1171.64100214948
2022,10016,1967,Manhattan,Property Crimes,56758,3465.59075372635
2022,10016,105,Manhattan,Public Order Crimes,56758,184.995947707812
2022,10016,50,Manhattan,Vehicle & Traffic Offenses,56758,88.0933084322915
2022,10016,235,Manhattan,Violent Crimes,56758,414.03854963177
2022,10016,16,Manhattan,Weapons Offenses,56758,28.1898586983333
2022,10016,60,Manhattan,White-Collar Crimes,56758,105.71197011875
2022,10017,2,Manhattan,,15514,12.8915817970865
2022,10017,6,Manhattan,Drug & Alcohol Crimes,15514,38.6747453912595
2022,10017,26,Manhattan,Other Offenses,15514,167.590563362125
2022,10017,418,Manhattan,Personal Crimes,15514,2694.34059559108
2022,10017,1413,Manhattan,Property Crimes,15514,9107.90253964161
2022,10017,58,Manhattan,Public Order Crimes,15514,373.855872115509
2022,10017,23,Manhattan,Vehicle & Traffic Offenses,15514,148.253190666495
2022,10017,105,Manhattan,Violent Crimes,15514,676.808044347041
2022,10017,17,Manhattan,Weapons Offenses,15514,109.578445275235
2022,10017,51,Manhattan,White-Collar Crimes,15514,328.735335825706
2022,10018,4,Manhattan,,8063,49.609326553392
2022,10018,479,Manhattan,Drug & Alcohol Crimes,8063,5940.7168547687
2022,10018,100,Manhattan,Other Offenses,8063,1240.2331638348
2022,10018,863,Manhattan,Personal Crimes,8063,10703.2122038943
2022,10018,2090,Manhattan,Property Crimes,8063,25920.8731241473
2022,10018,189,Manhattan,Public Order Crimes,8063,2344.04067964777
2022,10018,214,Manhattan,Sex Crimes,8063,2654.09897060647
2022,10018,68,Manhattan,Vehicle & Traffic Offenses,8063,843.358551407665
2022,10018,516,Manhattan,Violent Crimes,8063,6399.60312538757
2022,10018,66,Manhattan,Weapons Offenses,8063,818.553888130969
